,GAME_DATE_EST,GAME_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,TEAM_PERF,OPP_PERF,TEAM_WIN_PCT,OPP_WIN-PCT,WIN
4041,2019-12-04,21900306,Final,1610612766,1610612744,2019,1610612766,106.0,0.46,0.625,0.4379999999999999,30.0,44.0,1610612744,91.0,0.462,0.667,0.391,18.0,37.0,1,99.8,103.5,0.6579999999999999,0.5,0
4101,2014-05-03,41300167,Final,1610612746,1610612744,2013,1610612746,126.0,0.5539999999999999,0.7879999999999999,0.3329999999999999,26.0,38.0,1610612744,121.0,0.494,0.8290000000000001,0.56,25.0,37.0,1,109.9,108.9,0.677,0.8059999999999999,0
4107,2014-05-01,41300166,Final,1610612744,1610612746,2013,1610612744,100.0,0.3929999999999999,0.622,0.292,20.0,50.0,1610612746,99.0,0.3720000000000001,0.727,0.324,22.0,53.0,1,109.8,111.0,0.677,0.8059999999999999,1
4113,2014-04-29,41300165,Final,1610612746,1610612744,2013,1610612746,113.0,0.487,0.7559999999999999,0.4,20.0,41.0,1610612744,103.0,0.471,0.684,0.385,24.0,42.0,1,112.5,110.4,0.677,0.8059999999999999,0
4118,2014-04-27,41300164,Final,1610612744,1610612746,2013,1610612744,118.0,0.5539999999999999,0.75,0.469,32.0,34.0,1610612746,97.0,0.429,0.875,0.3229999999999999,20.0,32.0,1,110.9,111.9,0.677,0.8059999999999999,1
4130,2014-04-24,41300163,Final,1610612744,1610612746,2013,1610612744,96.0,0.416,0.667,0.1939999999999999,26.0,52.0,1610612746,98.0,0.465,0.435,0.286,25.0,47.0,0,110.3,113.5,0.677,0.8059999999999999,0
4138,2014-04-21,41300162,Final,1610612746,1610612744,2013,1610612746,138.0,0.5660000000000001,0.914,0.48,29.0,34.0,1610612744,98.0,0.474,0.815,0.211,18.0,36.0,1,112.7,111.5,0.677,0.8059999999999999,0
4144,2014-04-19,41300161,Final,1610612746,1610612744,2013,1610612746,105.0,0.424,0.657,0.455,24.0,42.0,1610612744,109.0,0.444,0.72,0.407,26.0,48.0,0,110.2,111.9,0.677,0.8059999999999999,1
4161,2014-04-16,21301230,Final,1610612743,1610612744,2013,1610612743,112.0,0.44,0.8290000000000001,0.265,23.0,42.0,1610612744,116.0,0.489,0.5710000000000001,0.348,27.0,45.0,0,108.6,108.0,0.677,0.531,1
4173,2014-04-14,21301213,Final,1610612744,1610612750,2013,1610612744,130.0,0.485,0.895,0.405,31.0,51.0,1610612750,120.0,0.531,0.7879999999999999,0.5329999999999999,37.0,43.0,1,104.6,107.4,0.677,0.519,1
4178,2014-04-13,21301201,Final,1610612757,1610612744,2013,1610612757,119.0,0.5,0.7190000000000001,0.417,26.0,46.0,1610612744,117.0,0.484,0.75,0.4589999999999999,22.0,38.0,1,104.4,100.0,0.677,0.517,0
4201,2014-04-11,21301188,Final,1610612747,1610612744,2013,1610612747,95.0,0.3929999999999999,0.8,0.321,23.0,42.0,1610612744,112.0,0.489,0.6920000000000001,0.52,27.0,57.0,0,103.5,109.3,0.677,0.5,1
4203,2014-04-10,21301175,Final,1610612744,1610612743,2013,1610612744,99.0,0.455,0.867,0.261,19.0,38.0,1610612743,100.0,0.375,0.632,0.294,23.0,63.0,0,104.9,108.1,0.677,0.531,0
4228,2014-04-06,21301155,Final,1610612744,1610612762,2013,1610612744,130.0,0.578,1.0,0.515,34.0,45.0,1610612762,102.0,0.4529999999999999,0.7140000000000001,0.308,27.0,37.0,1,101.3,92.0,0.677,0.469,1
4249,2014-04-04,21301141,Final,1610612744,1610612758,2013,1610612744,102.0,0.452,0.667,0.3329999999999999,25.0,57.0,1610612758,69.0,0.321,0.72,0.1,12.0,44.0,1,100.9,99.8,0.677,0.3670000000000001,1
4262,2014-04-02,21301123,Final,1610612759,1610612744,2013,1610612759,111.0,0.53,0.8640000000000001,0.211,29.0,45.0,1610612744,90.0,0.424,1.0,0.381,21.0,33.0,1,102.7,111.7,0.677,0.758,0
4267,2014-04-01,21301112,Final,1610612742,1610612744,2013,1610612742,120.0,0.49,0.75,0.467,27.0,43.0,1610612744,122.0,0.5710000000000001,0.5,0.484,33.0,44.0,0,101.8,107.8,0.677,0.387,1
4284,2014-03-30,21301098,Final,1610612744,1610612752,2013,1610612744,84.0,0.354,0.818,0.3229999999999999,14.0,46.0,1610612752,89.0,0.4,0.889,0.36,15.0,40.0,0,104.5,103.7,0.677,0.7,0
4304,2014-03-28,21301086,Final,1610612744,1610612763,2013,1610612744,100.0,0.494,0.7859999999999999,0.45,22.0,43.0,1610612763,93.0,0.506,0.563,0.1669999999999999,24.0,33.0,1,105.3,96.3,0.677,0.679,1
4346,2014-03-22,21301038,Final,1610612744,1610612759,2013,1610612744,90.0,0.4029999999999999,0.862,0.2,21.0,54.0,1610612759,99.0,0.3929999999999999,0.76,0.357,24.0,40.0,0,106.1,113.8,0.677,0.758,0
4361,2014-03-20,21301021,Final,1610612744,1610612749,2013,1610612744,115.0,0.5379999999999999,0.84,0.296,26.0,42.0,1610612749,110.0,0.488,0.7440000000000001,0.25,23.0,36.0,1,104.4,103.1,0.677,0.552,1
4376,2014-03-18,21301007,Final,1610612744,1610612753,2013,1610612744,103.0,0.451,0.905,0.37,21.0,44.0,1610612753,89.0,0.455,0.75,0.308,22.0,40.0,1,106.7,99.9,0.677,0.387,1
4391,2014-03-16,21300994,Final,1610612757,1610612744,2013,1610612757,112.0,0.42,0.867,0.429,25.0,48.0,1610612744,113.0,0.477,0.818,0.3670000000000001,17.0,41.0,0,103.7,104.5,0.677,0.517,1
4408,2014-03-14,21300980,Final,1610612744,1610612739,2013,1610612744,94.0,0.455,0.684,0.379,23.0,42.0,1610612739,103.0,0.488,0.722,0.455,19.0,41.0,0,104.7,97.6,0.677,0.2189999999999999,0
4422,2014-03-12,21300967,Final,1610612746,1610612744,2013,1610612746,111.0,0.489,0.708,0.444,23.0,49.0,1610612744,98.0,0.439,0.72,0.381,27.0,36.0,1,104.2,112.3,0.677,0.8059999999999999,0
4429,2014-03-11,21300956,Final,1610612744,1610612742,2013,1610612744,108.0,0.513,0.8240000000000001,0.48,26.0,46.0,1610612742,85.0,0.366,0.645,0.278,18.0,40.0,1,103.6,107.6,0.677,0.387,1
4445,2014-03-09,21300942,Final,1610612744,1610612756,2013,1610612744,113.0,0.529,0.619,0.455,27.0,35.0,1610612756,107.0,0.48,0.893,0.476,21.0,41.0,1,102.4,108.6,0.677,0.344,1
4462,2014-03-07,21300927,Final,1610612744,1610612737,2013,1610612744,111.0,0.5379999999999999,0.792,0.316,28.0,44.0,1610612737,97.0,0.4529999999999999,0.846,0.235,26.0,36.0,1,102.3,98.2,0.677,0.655,1
4469,2014-03-05,21300907,Final,1610612738,1610612744,2013,1610612738,88.0,0.395,0.8079999999999999,0.2689999999999999,19.0,40.0,1610612744,108.0,0.469,0.917,0.179,28.0,45.0,0,103.8,97.8,0.677,0.467,1
4477,2014-03-04,21300899,Final,1610612754,1610612744,2013,1610612754,96.0,0.419,0.955,0.188,16.0,43.0,1610612744,98.0,0.44,0.667,0.5,24.0,44.0,0,104.9,100.8,0.677,0.581,1
4491,2014-03-02,21300884,Final,1610612761,1610612744,2013,1610612761,104.0,0.481,0.87,0.364,28.0,39.0,1610612744,98.0,0.42,0.8,0.348,25.0,41.0,1,105.3,104.4,0.677,0.355,0
4508,2014-02-28,21300869,Final,1610612752,1610612744,2013,1610612752,103.0,0.379,0.913,0.4,14.0,50.0,1610612744,126.0,0.478,0.774,0.4,25.0,49.0,0,100.2,100.8,0.677,0.7,1
4519,2014-02-26,21300855,Final,1610612741,1610612744,2013,1610612741,103.0,0.446,0.8,0.357,24.0,56.0,1610612744,83.0,0.357,0.818,0.238,17.0,41.0,1,101.4,93.9,0.677,0.552,0
4535,2014-02-24,21300842,Final,1610612765,1610612744,2013,1610612765,96.0,0.4039999999999999,0.667,0.308,26.0,45.0,1610612744,104.0,0.4629999999999999,0.682,0.419,27.0,44.0,0,102.1,104.0,0.677,0.3329999999999999,1
4554,2014-02-22,21300832,Final,1610612744,1610612751,2013,1610612744,93.0,0.435,0.765,0.3,26.0,50.0,1610612751,86.0,0.41,0.833,0.095,11.0,39.0,1,101.3,97.9,0.677,0.516,1
4567,2014-02-20,21300814,Final,1610612744,1610612745,2013,1610612744,102.0,0.3979999999999999,0.792,0.3329999999999999,18.0,49.0,1610612745,99.0,0.366,0.64,0.3,24.0,60.0,1,101.4,106.5,0.677,0.5479999999999999,1
4577,2014-02-19,21300810,Final,1610612758,1610612744,2013,1610612758,92.0,0.418,0.7140000000000001,0.353,13.0,49.0,1610612744,101.0,0.4529999999999999,0.833,0.158,26.0,35.0,0,103.3,97.0,0.677,0.3670000000000001,1
4601,2014-02-12,21300788,Final,1610612744,1610612748,2013,1610612744,110.0,0.482,0.8079999999999999,0.563,22.0,43.0,1610612748,111.0,0.5379999999999999,0.68,0.455,25.0,35.0,0,101.7,104.0,0.677,0.7240000000000001,0
4615,2014-02-10,21300769,Final,1610612744,1610612755,2013,1610612744,123.0,0.489,0.833,0.414,24.0,60.0,1610612755,80.0,0.3670000000000001,0.706,0.118,15.0,38.0,1,99.1,97.5,0.677,0.452,1
4629,2014-02-08,21300754,Final,1610612756,1610612744,2013,1610612756,122.0,0.5379999999999999,0.833,0.524,16.0,45.0,1610612744,109.0,0.488,0.731,0.32,16.0,34.0,1,100.3,109.2,0.677,0.344,0
4642,2014-02-06,21300738,Final,1610612744,1610612741,2013,1610612744,102.0,0.482,0.733,0.5,24.0,39.0,1610612741,87.0,0.416,0.95,0.286,20.0,45.0,1,101.7,91.9,0.677,0.552,1
4658,2014-02-04,21300724,Final,1610612744,1610612766,2013,1610612744,75.0,0.312,0.813,0.2,18.0,50.0,1610612766,91.0,0.474,0.632,0.385,22.0,48.0,0,104.1,98.3,0.677,0.258,0
4690,2014-01-31,21300696,Final,1610612762,1610612744,2013,1610612762,90.0,0.479,0.81,0.3329999999999999,18.0,42.0,1610612744,95.0,0.375,0.792,0.385,17.0,43.0,0,104.4,102.5,0.677,0.469,1
4693,2014-01-30,21300688,Final,1610612744,1610612746,2013,1610612744,111.0,0.495,0.75,0.286,24.0,53.0,1610612746,92.0,0.408,0.647,0.3329999999999999,17.0,34.0,1,103.4,111.8,0.677,0.8059999999999999,1
4709,2014-01-28,21300673,Final,1610612744,1610612764,2013,1610612744,85.0,0.375,0.7829999999999999,0.304,19.0,47.0,1610612764,88.0,0.3779999999999999,0.667,0.455,20.0,56.0,0,106.1,100.3,0.677,0.143,0
4723,2014-01-26,21300660,Final,1610612744,1610612757,2013,1610612744,103.0,0.418,0.81,0.4,22.0,51.0,1610612757,88.0,0.337,0.7879999999999999,0.286,16.0,54.0,1,105.9,112.0,0.677,0.517,1
4745,2014-01-24,21300645,Final,1610612744,1610612750,2013,1610612744,120.0,0.551,0.867,0.409,31.0,41.0,1610612750,121.0,0.5,0.643,0.409,29.0,44.0,0,106.2,107.6,0.677,0.519,0
4772,2014-01-20,21300615,Final,1610612744,1610612754,2013,1610612744,94.0,0.407,0.7,0.3329999999999999,21.0,45.0,1610612754,102.0,0.451,0.8,0.421,19.0,52.0,0,106.2,95.9,0.677,0.581,0
4784,2014-01-18,21300599,Final,1610612740,1610612744,2013,1610612740,87.0,0.386,0.75,0.182,18.0,47.0,1610612744,97.0,0.44,0.895,0.273,17.0,43.0,0,107.3,97.5,0.677,0.233,1
4797,2014-01-17,21300592,Final,1610612760,1610612744,2013,1610612760,127.0,0.58,0.727,0.409,23.0,41.0,1610612744,121.0,0.524,0.5589999999999999,0.593,22.0,33.0,1,106.7,101.9,0.677,0.8,0
4811,2014-01-15,21300576,Final,1610612744,1610612743,2013,1610612744,116.0,0.433,0.879,0.321,24.0,41.0,1610612743,123.0,0.542,0.7240000000000001,0.5,22.0,46.0,0,105.6,108.5,0.677,0.531,0
4846,2014-01-10,21300541,Final,1610612744,1610612738,2013,1610612744,99.0,0.413,0.7140000000000001,0.308,23.0,46.0,1610612738,97.0,0.447,0.875,0.368,19.0,49.0,1,104.6,95.1,0.677,0.467,1
4853,2014-01-08,21300523,Final,1610612751,1610612744,2013,1610612751,102.0,0.442,0.8290000000000001,0.263,13.0,41.0,1610612744,98.0,0.462,0.7390000000000001,0.346,19.0,40.0,1,105.0,95.3,0.677,0.516,0
4866,2014-01-07,21300515,Final,1610612749,1610612744,2013,1610612749,80.0,0.3879999999999999,0.722,0.3329999999999999,20.0,36.0,1610612744,101.0,0.4589999999999999,0.65,0.313,21.0,56.0,0,105.1,100.0,0.677,0.552,1
4877,2014-01-05,21300501,Final,1610612764,1610612744,2013,1610612764,96.0,0.43,1.0,0.3,23.0,42.0,1610612744,112.0,0.506,0.85,0.409,24.0,45.0,0,104.3,99.3,0.677,0.143,1
4891,2014-01-03,21300483,Final,1610612737,1610612744,2013,1610612737,100.0,0.4629999999999999,0.8420000000000001,0.3229999999999999,23.0,41.0,1610612744,101.0,0.4479999999999999,0.68,0.222,30.0,47.0,0,104.4,112.1,0.677,0.655,1
4898,2014-01-02,21300474,Final,1610612748,1610612744,2013,1610612748,114.0,0.513,0.8390000000000001,0.444,20.0,31.0,1610612744,123.0,0.561,0.8420000000000001,0.517,29.0,40.0,0,103.3,106.4,0.677,0.7240000000000001,1
4913,2013-12-31,21300462,Final,1610612753,1610612744,2013,1610612753,81.0,0.382,0.615,0.263,19.0,37.0,1610612744,94.0,0.482,0.6,0.222,21.0,56.0,0,103.4,95.6,0.677,0.387,1
4926,2013-12-29,21300448,Final,1610612739,1610612744,2013,1610612739,104.0,0.413,0.857,0.625,21.0,44.0,1610612744,108.0,0.442,0.737,0.303,30.0,52.0,0,103.7,104.4,0.677,0.2189999999999999,1
4951,2013-12-27,21300435,Final,1610612744,1610612756,2013,1610612744,115.0,0.529,0.708,0.4,32.0,56.0,1610612756,86.0,0.36,0.7829999999999999,0.174,12.0,41.0,1,103.0,107.4,0.677,0.344,1
4960,2013-12-25,21300422,Final,1610612744,1610612746,2013,1610612744,105.0,0.421,0.682,0.417,27.0,49.0,1610612746,103.0,0.494,0.826,0.222,22.0,38.0,1,100.8,103.4,0.677,0.8059999999999999,1
4969,2013-12-23,21300415,Final,1610612743,1610612744,2013,1610612743,81.0,0.3829999999999999,0.762,0.231,16.0,47.0,1610612744,89.0,0.429,0.556,0.4379999999999999,17.0,42.0,0,103.1,95.3,0.677,0.531,1
4985,2013-12-21,21300402,Final,1610612744,1610612747,2013,1610612744,102.0,0.3879999999999999,0.737,0.387,19.0,55.0,1610612747,83.0,0.325,0.818,0.2,11.0,50.0,1,104.4,100.7,0.677,0.5,1
4997,2013-12-19,21300382,Final,1610612744,1610612759,2013,1610612744,102.0,0.467,0.909,0.258,26.0,47.0,1610612759,104.0,0.449,0.684,0.407,21.0,39.0,0,105.4,105.9,0.677,0.758,0
5014,2013-12-17,21300368,Final,1610612744,1610612740,2013,1610612744,104.0,0.451,0.708,0.25,25.0,58.0,1610612740,93.0,0.375,0.733,0.278,22.0,44.0,1,104.9,104.9,0.677,0.233,1
5028,2013-12-15,21300355,Final,1610612756,1610612744,2013,1610612756,106.0,0.4429999999999999,0.6759999999999999,0.481,17.0,45.0,1610612744,102.0,0.425,0.6970000000000001,0.5,19.0,50.0,1,104.9,105.6,0.677,0.344,0
5049,2013-12-13,21300341,Final,1610612744,1610612745,2013,1610612744,112.0,0.478,0.833,0.273,22.0,56.0,1610612745,116.0,0.494,0.743,0.414,20.0,32.0,0,103.8,104.2,0.677,0.5479999999999999,0
5060,2013-12-11,21300326,Final,1610612744,1610612742,2013,1610612744,95.0,0.43,0.6,0.429,20.0,50.0,1610612742,93.0,0.42,0.7859999999999999,0.348,24.0,43.0,1,103.8,98.9,0.677,0.387,1
5069,2013-12-09,21300304,Final,1610612766,1610612744,2013,1610612766,115.0,0.457,0.7929999999999999,0.5,22.0,46.0,1610612744,111.0,0.456,0.818,0.297,20.0,53.0,1,100.8,90.0,0.677,0.258,0
5083,2013-12-07,21300293,Final,1610612763,1610612744,2013,1610612763,82.0,0.365,0.818,0.2,13.0,40.0,1610612744,108.0,0.5,0.857,0.444,24.0,47.0,0,99.8,93.1,0.677,0.679,1
5094,2013-12-06,21300285,Final,1610612745,1610612744,2013,1610612745,105.0,0.446,0.6409999999999999,0.214,15.0,52.0,1610612744,83.0,0.355,0.794,0.125,10.0,43.0,1,101.7,108.6,0.677,0.5479999999999999,0
5116,2013-12-03,21300268,Final,1610612744,1610612761,2013,1610612744,112.0,0.506,0.8,0.414,27.0,36.0,1610612761,103.0,0.519,0.833,0.4,17.0,38.0,1,102.1,99.7,0.677,0.355,1
5125,2013-12-01,21300251,Final,1610612758,1610612744,2013,1610612758,113.0,0.526,0.857,0.474,22.0,39.0,1610612744,115.0,0.512,0.727,0.6,22.0,32.0,0,101.9,96.5,0.677,0.3670000000000001,1
5144,2013-11-29,21300235,Final,1610612760,1610612744,2013,1610612760,113.0,0.391,0.833,0.3329999999999999,16.0,53.0,1610612744,112.0,0.442,0.69,0.308,20.0,51.0,1,99.7,105.1,0.677,0.8,0
5160,2013-11-27,21300225,Final,1610612742,1610612744,2013,1610612742,103.0,0.444,0.8,0.389,27.0,43.0,1610612744,99.0,0.421,0.765,0.391,18.0,52.0,1,97.2,103.5,0.677,0.387,0
5166,2013-11-26,21300214,Final,1610612740,1610612744,2013,1610612740,101.0,0.471,0.769,0.474,22.0,47.0,1610612744,102.0,0.455,0.7140000000000001,0.368,25.0,41.0,0,97.6,102.4,0.677,0.233,1
5190,2013-11-23,21300196,Final,1610612744,1610612757,2013,1610612744,101.0,0.4679999999999999,0.733,0.412,20.0,41.0,1610612757,113.0,0.43,0.8290000000000001,0.476,27.0,47.0,0,98.5,102.4,0.677,0.517,0
5201,2013-11-22,21300186,Final,1610612747,1610612744,2013,1610612747,102.0,0.476,0.765,0.4579999999999999,21.0,36.0,1610612744,95.0,0.415,0.643,0.409,23.0,50.0,1,98.8,98.3,0.677,0.5,0
5216,2013-11-20,21300173,Final,1610612744,1610612763,2013,1610612744,81.0,0.439,0.5,0.278,24.0,43.0,1610612763,88.0,0.386,0.895,0.25,17.0,48.0,0,102.2,95.5,0.677,0.679,0
5226,2013-11-18,21300154,Final,1610612762,1610612744,2013,1610612762,87.0,0.395,0.8420000000000001,0.467,18.0,40.0,1610612744,98.0,0.405,0.733,0.545,17.0,57.0,0,104.9,87.8,0.677,0.469,1
5240,2013-11-16,21300145,Final,1610612744,1610612762,2013,1610612744,102.0,0.513,0.7859999999999999,0.429,24.0,42.0,1610612762,88.0,0.455,0.625,0.471,18.0,32.0,1,102.1,88.8,0.677,0.469,1
5254,2013-11-14,21300124,Final,1610612744,1610612760,2013,1610612744,116.0,0.479,0.857,0.609,26.0,31.0,1610612760,115.0,0.513,0.857,0.409,20.0,48.0,1,99.5,97.9,0.677,0.8,1
5269,2013-11-12,21300109,Final,1610612744,1610612765,2013,1610612744,113.0,0.6,0.8079999999999999,0.5,28.0,43.0,1610612765,95.0,0.425,0.667,0.1669999999999999,16.0,34.0,1,99.7,98.0,0.677,0.3329999999999999,1
5290,2013-11-09,21300091,Final,1610612763,1610612744,2013,1610612763,108.0,0.532,0.76,0.385,25.0,44.0,1610612744,90.0,0.423,0.5379999999999999,0.3329999999999999,17.0,33.0,1,100.7,91.7,0.677,0.679,0
5302,2013-11-08,21300082,Final,1610612759,1610612744,2013,1610612759,76.0,0.392,0.5,0.263,19.0,42.0,1610612744,74.0,0.408,0.8,0.4,16.0,45.0,1,101.1,100.9,0.677,0.758,0
5315,2013-11-06,21300067,Final,1610612750,1610612744,2013,1610612750,93.0,0.3779999999999999,0.778,0.25,22.0,40.0,1610612744,106.0,0.5,0.7,0.4,23.0,49.0,0,99.9,104.4,0.677,0.519,1
5328,2013-11-04,21300048,Final,1610612755,1610612744,2013,1610612755,90.0,0.352,0.622,0.2,19.0,52.0,1610612744,110.0,0.446,0.65,0.395,28.0,54.0,0,98.4,100.7,0.677,0.452,1
5344,2013-11-02,21300040,Final,1610612744,1610612758,2013,1610612744,98.0,0.513,0.75,0.407,28.0,44.0,1610612758,87.0,0.345,0.875,0.231,16.0,48.0,1,96.8,99.6,0.677,0.3670000000000001,1
5359,2013-10-31,21300019,Final,1610612746,1610612744,2013,1610612746,126.0,0.494,0.66,0.321,27.0,44.0,1610612744,115.0,0.526,0.6970000000000001,0.5710000000000001,26.0,33.0,1,94.4,99.8,0.677,0.8059999999999999,0
5373,2013-10-30,21300017,Final,1610612744,1610612747,2013,1610612744,125.0,0.535,0.7829999999999999,0.556,34.0,48.0,1610612747,94.0,0.3929999999999999,0.762,0.444,19.0,39.0,1,91.6,96.9,0.677,0.5,1
5388,2013-10-24,11300107,Final,1610612744,1610612757,2013,1610612744,74.0,0.33,0.667,0.133,17.0,47.0,1610612757,90.0,0.361,0.857,0.3,24.0,58.0,0,93.4,94.1,0.677,0.517,0
5398,2013-10-23,11300100,Final,1610612758,1610612744,2013,1610612758,91.0,0.426,0.75,0.45,17.0,45.0,1610612744,90.0,0.415,0.632,0.37,24.0,38.0,1,94.4,102.1,0.677,0.3670000000000001,0
5419,2013-10-18,11300072,Final,1610612744,1610612747,2013,1610612744,115.0,0.511,0.667,0.5770000000000001,35.0,46.0,1610612747,89.0,0.413,0.7390000000000001,0.25,19.0,36.0,1,95.6,90.3,0.677,0.5,1
5435,2013-10-15,11300057,Final,1610612747,1610612744,2013,1610612747,95.0,0.43,0.727,0.3929999999999999,25.0,41.0,1610612744,100.0,0.444,0.8,0.32,24.0,45.0,0,94.8,89.9,0.677,0.5,1
5473,2013-10-08,11300017,Final,1610612762,1610612744,2013,1610612762,101.0,0.462,0.75,0.455,23.0,62.0,1610612744,78.0,0.326,0.611,0.391,15.0,41.0,1,97.0,97.4,0.677,0.469,0
5480,2013-10-07,11300014,Final,1610612744,1610612758,2013,1610612744,94.0,0.434,0.762,0.375,23.0,44.0,1610612758,81.0,0.411,0.636,0.368,20.0,40.0,1,99.1,103.7,0.677,0.3670000000000001,1
5484,2013-10-05,11300004,Final,1610612747,1610612744,2013,1610612747,104.0,0.412,0.8,0.273,22.0,44.0,1610612744,95.0,0.3979999999999999,0.7140000000000001,0.238,21.0,52.0,1,100.6,96.1,0.677,0.5,0
5505,2013-05-16,41200236,Final,1610612744,1610612759,2012,1610612744,82.0,0.3879999999999999,0.632,0.25,18.0,40.0,1610612759,94.0,0.452,0.84,0.368,27.0,46.0,0,105.5,102.9,0.5,0.75,0
5509,2013-05-14,41200235,Final,1610612759,1610612744,2012,1610612759,109.0,0.519,0.76,0.476,30.0,38.0,1610612744,91.0,0.467,0.652,0.375,18.0,36.0,1,105.9,102.6,0.5,0.75,0
5512,2013-05-12,41200234,Final,1610612744,1610612759,2012,1610612744,97.0,0.38,0.8,0.389,19.0,65.0,1610612759,87.0,0.355,0.56,0.259,17.0,51.0,1,106.1,102.5,0.5,0.75,1
5516,2013-05-10,41200233,Final,1610612744,1610612759,2012,1610612744,92.0,0.3929999999999999,0.8,0.316,20.0,48.0,1610612759,102.0,0.506,0.696,0.3,21.0,41.0,0,108.5,103.1,0.5,0.75,0
5518,2013-05-08,41200232,Final,1610612759,1610612744,2012,1610612759,91.0,0.3929999999999999,0.667,0.238,14.0,48.0,1610612744,100.0,0.452,0.65,0.478,19.0,50.0,0,110.1,102.6,0.5,0.75,1
5522,2013-05-06,41200231,Final,1610612759,1610612744,2012,1610612759,129.0,0.4379999999999999,0.857,0.5,26.0,45.0,1610612744,127.0,0.51,0.583,0.3670000000000001,23.0,55.0,1,107.1,99.6,0.5,0.75,0
5531,2013-05-02,41200166,Final,1610612744,1610612743,2012,1610612744,92.0,0.4029999999999999,0.958,0.28,17.0,55.0,1610612743,88.0,0.347,0.619,0.25,18.0,44.0,1,108.4,107.9,0.5,0.5,1
5535,2013-04-30,41200165,Final,1610612743,1610612744,2012,1610612743,107.0,0.4270000000000001,0.778,0.37,26.0,46.0,1610612744,100.0,0.4320000000000001,0.76,0.3929999999999999,20.0,42.0,1,107.4,110.4,0.5,0.5,0
5543,2013-04-28,41200164,Final,1610612744,1610612743,2012,1610612744,115.0,0.557,0.696,0.423,27.0,29.0,1610612743,101.0,0.465,0.763,0.3,14.0,37.0,1,107.0,109.8,0.5,0.5,1
5550,2013-04-26,41200163,Final,1610612744,1610612743,2012,1610612744,110.0,0.525,0.7829999999999999,0.4,26.0,42.0,1610612743,108.0,0.465,0.778,0.389,26.0,34.0,1,105.8,110.3,0.5,0.5,1
5559,2013-04-23,41200162,Final,1610612743,1610612744,2012,1610612743,117.0,0.5,0.757,0.346,27.0,26.0,1610612744,131.0,0.6459999999999999,0.75,0.56,26.0,36.0,0,105.2,109.5,0.5,0.5,1
5567,2013-04-20,41200161,Final,1610612743,1610612744,2012,1610612743,97.0,0.447,0.643,0.188,16.0,45.0,1610612744,95.0,0.413,0.733,0.364,27.0,55.0,1,105.5,109.7,0.5,0.5,0
5584,2013-04-17,21201230,Final,1610612757,1610612744,2012,1610612757,88.0,0.4270000000000001,0.857,0.5,18.0,42.0,1610612744,99.0,0.43,0.769,0.429,21.0,52.0,0,106.5,94.2,0.5,1.0,1
5597,2013-04-15,21201212,Final,1610612744,1610612759,2012,1610612744,116.0,0.541,0.833,0.45,26.0,53.0,1610612759,106.0,0.4589999999999999,0.615,0.3329999999999999,30.0,39.0,1,105.0,94.5,0.5,0.75,1
5623,2013-04-12,21201189,Final,1610612747,1610612744,2012,1610612747,118.0,0.515,0.76,0.48,22.0,36.0,1610612744,116.0,0.474,0.813,0.423,25.0,44.0,1,102.7,102.8,0.5,0.6,0
5625,2013-04-11,21201175,Final,1610612744,1610612760,2012,1610612744,97.0,0.44,0.615,0.4379999999999999,16.0,39.0,1610612760,116.0,0.506,0.87,0.444,30.0,46.0,0,102.3,100.1,0.5,1.0,0
5645,2013-04-09,21201163,Final,1610612744,1610612750,2012,1610612744,105.0,0.429,0.773,0.417,24.0,60.0,1610612750,89.0,0.3670000000000001,0.8,0.368,29.0,44.0,1,102.6,104.0,0.5,0.0,1
5652,2013-04-07,21201151,Final,1610612744,1610612762,2012,1610612744,90.0,0.473,0.722,0.412,21.0,41.0,1610612762,97.0,0.455,0.857,0.44,29.0,42.0,0,103.1,103.2,0.5,0.25,0
5670,2013-04-05,21201134,Final,1610612756,1610612744,2012,1610612756,107.0,0.611,0.8240000000000001,0.357,19.0,36.0,1610612744,111.0,0.512,0.875,0.563,26.0,30.0,0,102.5,95.9,0.5,0.25,1
5688,2013-04-03,21201122,Final,1610612744,1610612740,2012,1610612744,98.0,0.462,0.8640000000000001,0.368,25.0,47.0,1610612740,88.0,0.3979999999999999,0.7829999999999999,0.267,21.0,39.0,1,101.9,93.1,0.5,0.667,1
5714,2013-03-30,21201094,Final,1610612744,1610612757,2012,1610612744,125.0,0.54,0.815,0.45,22.0,52.0,1610612757,98.0,0.384,0.828,0.348,23.0,38.0,1,98.7,98.3,0.5,1.0,1
5741,2013-03-27,21201069,Final,1610612744,1610612758,2012,1610612744,98.0,0.456,0.846,0.208,30.0,41.0,1610612758,105.0,0.456,0.5710000000000001,0.3929999999999999,24.0,45.0,0,97.7,106.8,0.5,0.25,0
5751,2013-03-25,21201053,Final,1610612744,1610612747,2012,1610612744,109.0,0.478,0.684,0.435,22.0,48.0,1610612747,103.0,0.396,0.6940000000000001,0.231,17.0,51.0,1,95.5,100.7,0.5,0.6,1
