,GAME_DATE_EST,GAME_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,TEAM_PERF,OPP_PERF,TEAM_WIN_PCT,OPP_WIN-PCT,WIN
22855,2017-02-25,21600873,Final,1610612744,1610612751,2016,1610612744,112.0,0.42,0.773,0.355,30.0,52.0,1610612751,95.0,0.4039999999999999,0.647,0.286,25.0,52.0,1,119.5,103.1,0.938,0.281,1
22870,2017-02-23,21600854,Final,1610612744,1610612746,2016,1610612744,123.0,0.531,0.923,0.52,31.0,53.0,1610612746,113.0,0.409,0.703,0.3929999999999999,23.0,38.0,1,121.6,107.6,0.938,0.618,1
22887,2017-02-15,21600847,Final,1610612744,1610612758,2016,1610612744,109.0,0.488,0.667,0.361,32.0,46.0,1610612758,86.0,0.371,0.765,0.292,23.0,50.0,1,122.0,104.8,0.938,0.375,1
22898,2017-02-13,21600827,Final,1610612743,1610612744,2016,1610612743,132.0,0.545,0.75,0.585,34.0,52.0,1610612744,110.0,0.489,0.923,0.25,25.0,27.0,1,121.2,113.9,0.938,0.364,0
22910,2017-02-11,21600813,Final,1610612760,1610612744,2016,1610612760,114.0,0.482,0.778,0.25,20.0,43.0,1610612744,130.0,0.529,0.7140000000000001,0.419,28.0,40.0,0,120.0,103.2,0.938,0.6970000000000001,1
22918,2017-02-10,21600803,Final,1610612763,1610612744,2016,1610612763,107.0,0.391,0.8109999999999999,0.346,20.0,47.0,1610612744,122.0,0.506,0.763,0.455,31.0,34.0,0,120.3,104.9,0.938,0.529,1
22938,2017-02-08,21600792,Final,1610612744,1610612741,2016,1610612744,123.0,0.565,0.923,0.536,37.0,45.0,1610612741,92.0,0.402,0.737,0.1669999999999999,25.0,44.0,1,120.1,107.3,0.938,0.6,1
22966,2017-02-04,21600764,Final,1610612758,1610612744,2016,1610612758,109.0,0.489,0.8420000000000001,0.304,25.0,46.0,1610612744,106.0,0.414,0.792,0.341,22.0,40.0,1,122.1,104.0,0.938,0.375,0
22979,2017-02-02,21600745,Final,1610612746,1610612744,2016,1610612746,120.0,0.5,0.769,0.4,24.0,37.0,1610612744,133.0,0.525,0.833,0.412,38.0,46.0,0,121.5,108.2,0.938,0.618,1
22991,2017-02-01,21600741,Final,1610612744,1610612766,2016,1610612744,126.0,0.49,0.7859999999999999,0.4379999999999999,35.0,47.0,1610612766,111.0,0.4429999999999999,0.923,0.29,33.0,45.0,1,119.6,103.6,0.938,0.5479999999999999,1
23011,2017-01-29,21600718,Final,1610612757,1610612744,2016,1610612757,111.0,0.495,0.75,0.37,26.0,42.0,1610612744,113.0,0.456,0.846,0.308,28.0,39.0,0,120.0,106.5,0.938,0.4,1
23015,2017-01-28,21600707,Final,1610612744,1610612746,2016,1610612744,144.0,0.62,0.813,0.5,35.0,48.0,1610612746,98.0,0.439,0.636,0.429,24.0,32.0,1,117.5,108.1,0.938,0.618,1
23040,2017-01-25,21600687,Final,1610612766,1610612744,2016,1610612766,103.0,0.413,0.952,0.304,26.0,43.0,1610612744,113.0,0.476,0.889,0.3929999999999999,23.0,41.0,0,118.7,105.8,0.938,0.5479999999999999,1
23052,2017-01-23,21600668,Final,1610612748,1610612744,2016,1610612748,105.0,0.442,0.593,0.433,20.0,45.0,1610612744,102.0,0.466,0.6,0.267,27.0,43.0,1,121.2,100.1,0.938,0.581,0
23058,2017-01-22,21600661,Final,1610612753,1610612744,2016,1610612753,98.0,0.4379999999999999,0.4379999999999999,0.25,25.0,41.0,1610612744,118.0,0.472,0.789,0.452,27.0,52.0,0,120.2,103.5,0.938,0.594,1
23078,2017-01-20,21600646,Final,1610612745,1610612744,2016,1610612745,108.0,0.4479999999999999,0.833,0.2,26.0,41.0,1610612744,125.0,0.528,0.762,0.395,30.0,41.0,0,119.8,113.0,0.938,0.471,1
23094,2017-01-18,21600634,Final,1610612744,1610612760,2016,1610612744,121.0,0.541,0.7040000000000001,0.476,35.0,46.0,1610612760,100.0,0.422,0.8420000000000001,0.286,23.0,36.0,1,118.5,107.5,0.938,0.6970000000000001,1
23107,2017-01-16,21600619,Final,1610612744,1610612739,2016,1610612744,126.0,0.505,0.792,0.441,37.0,58.0,1610612739,91.0,0.352,0.741,0.265,11.0,35.0,1,117.8,105.3,0.938,0.7,1
23136,2017-01-12,21600590,Final,1610612744,1610612765,2016,1610612744,127.0,0.562,0.667,0.517,39.0,37.0,1610612765,107.0,0.489,0.75,0.214,20.0,40.0,1,116.8,105.4,0.938,0.545,1
23150,2017-01-10,21600578,Final,1610612744,1610612748,2016,1610612744,107.0,0.4529999999999999,0.818,0.407,28.0,48.0,1610612748,95.0,0.422,0.765,0.2,25.0,46.0,1,116.5,97.3,0.938,0.581,1
23162,2017-01-08,21600566,Final,1610612758,1610612744,2016,1610612758,106.0,0.486,0.7929999999999999,0.3929999999999999,21.0,31.0,1610612744,117.0,0.506,0.85,0.345,33.0,46.0,0,118.3,101.7,0.938,0.375,1
23177,2017-01-06,21600550,Final,1610612744,1610612763,2016,1610612744,119.0,0.494,0.7440000000000001,0.267,23.0,44.0,1610612763,128.0,0.485,0.789,0.3939999999999999,29.0,47.0,0,116.7,103.4,0.938,0.529,0
23192,2017-01-04,21600534,Final,1610612744,1610612757,2016,1610612744,125.0,0.506,0.828,0.361,31.0,39.0,1610612757,117.0,0.449,0.893,0.462,23.0,44.0,1,115.5,101.2,0.938,0.4,1
23209,2017-01-02,21600520,Final,1610612744,1610612743,2016,1610612744,127.0,0.526,0.762,0.44,33.0,43.0,1610612743,119.0,0.475,0.778,0.257,33.0,48.0,1,114.4,113.2,0.938,0.364,1
23230,2016-12-30,21600501,Final,1610612744,1610612742,2016,1610612744,108.0,0.5,0.867,0.3329999999999999,31.0,43.0,1610612742,99.0,0.419,0.867,0.25,22.0,40.0,1,112.5,100.1,0.938,0.594,1
23246,2016-12-28,21600485,Final,1610612744,1610612761,2016,1610612744,121.0,0.568,0.833,0.609,33.0,51.0,1610612761,111.0,0.3879999999999999,0.818,0.371,24.0,45.0,1,111.0,112.7,0.938,0.606,1
23263,2016-12-25,21600457,Final,1610612739,1610612744,2016,1610612739,109.0,0.389,0.7190000000000001,0.3429999999999999,20.0,44.0,1610612744,108.0,0.481,0.862,0.3,25.0,42.0,1,111.7,112.5,0.938,0.7,0
23271,2016-12-23,21600446,Final,1610612765,1610612744,2016,1610612765,113.0,0.506,0.607,0.345,22.0,36.0,1610612744,119.0,0.5579999999999999,0.917,0.407,35.0,41.0,0,114.0,92.8,0.938,0.545,1
23282,2016-12-22,21600437,Final,1610612751,1610612744,2016,1610612751,101.0,0.442,0.75,0.371,22.0,46.0,1610612744,117.0,0.452,0.7859999999999999,0.324,29.0,51.0,0,116.1,107.3,0.938,0.281,1
23303,2016-12-20,21600427,Final,1610612744,1610612762,2016,1610612744,104.0,0.444,0.882,0.391,24.0,50.0,1610612762,74.0,0.355,0.55,0.3,13.0,44.0,1,118.4,105.1,0.938,0.452,1
23323,2016-12-17,21600405,Final,1610612744,1610612757,2016,1610612744,135.0,0.586,0.731,0.5,36.0,56.0,1610612757,90.0,0.395,0.7,0.286,16.0,31.0,1,115.4,111.4,0.938,0.4,1
23338,2016-12-15,21600388,Final,1610612744,1610612752,2016,1610612744,103.0,0.469,0.5,0.281,41.0,57.0,1610612752,90.0,0.409,0.474,0.238,19.0,49.0,1,116.6,107.5,0.938,0.455,1
23352,2016-12-13,21600371,Final,1610612740,1610612744,2016,1610612740,109.0,0.476,0.81,0.4,26.0,45.0,1610612744,113.0,0.442,0.789,0.412,30.0,45.0,0,116.2,101.6,0.938,0.313,1
23364,2016-12-11,21600358,Final,1610612750,1610612744,2016,1610612750,108.0,0.444,0.75,0.375,17.0,51.0,1610612744,116.0,0.4579999999999999,0.9,0.406,30.0,37.0,0,119.5,103.3,0.938,0.364,1
23372,2016-12-10,21600351,Final,1610612763,1610612744,2016,1610612763,110.0,0.4370000000000001,0.897,0.308,23.0,47.0,1610612744,89.0,0.442,0.6,0.3329999999999999,15.0,42.0,1,122.6,97.7,0.938,0.529,0
23390,2016-12-08,21600335,Final,1610612762,1610612744,2016,1610612762,99.0,0.416,0.7140000000000001,0.263,20.0,46.0,1610612744,106.0,0.488,0.696,0.414,26.0,47.0,0,124.4,106.2,0.938,0.452,1
23401,2016-12-07,21600330,Final,1610612746,1610612744,2016,1610612746,98.0,0.391,0.75,0.308,15.0,47.0,1610612744,115.0,0.472,0.828,0.226,32.0,46.0,0,123.3,108.8,0.938,0.618,1
23418,2016-12-05,21600314,Final,1610612744,1610612754,2016,1610612744,142.0,0.519,0.769,0.3779999999999999,45.0,54.0,1610612754,106.0,0.412,0.943,0.2,20.0,40.0,1,121.8,99.9,0.938,0.563,1
23431,2016-12-03,21600299,Final,1610612744,1610612756,2016,1610612744,138.0,0.628,0.765,0.667,37.0,38.0,1610612756,109.0,0.451,0.762,0.344,24.0,36.0,1,121.3,105.0,0.938,0.3429999999999999,1
23446,2016-12-01,21600281,Final,1610612744,1610612745,2016,1610612744,127.0,0.413,0.784,0.273,31.0,54.0,1610612745,132.0,0.444,0.733,0.318,26.0,56.0,0,121.1,110.4,0.938,0.471,0
23468,2016-11-28,21600259,Final,1610612744,1610612737,2016,1610612744,105.0,0.435,0.792,0.3429999999999999,25.0,41.0,1610612737,100.0,0.424,0.7,0.241,20.0,50.0,1,122.2,97.4,0.938,0.618,1
23481,2016-11-26,21600244,Final,1610612744,1610612750,2016,1610612744,115.0,0.556,0.8240000000000001,0.5,25.0,45.0,1610612750,102.0,0.461,0.833,0.286,22.0,32.0,1,122.3,103.9,0.938,0.364,1
23495,2016-11-25,21600238,Final,1610612747,1610612744,2016,1610612747,85.0,0.356,0.696,0.2269999999999999,20.0,45.0,1610612744,109.0,0.518,0.706,0.3929999999999999,31.0,44.0,0,121.1,110.1,0.938,0.182,1
23508,2016-11-23,21600223,Final,1610612744,1610612747,2016,1610612744,149.0,0.616,0.6859999999999999,0.528,47.0,48.0,1610612747,106.0,0.43,0.818,0.4,22.0,37.0,1,118.4,111.2,0.938,0.182,1
23517,2016-11-21,21600202,Final,1610612754,1610612744,2016,1610612754,83.0,0.32,0.917,0.261,13.0,49.0,1610612744,120.0,0.444,0.8440000000000001,0.361,31.0,60.0,0,119.1,104.6,0.938,0.563,1
23536,2016-11-19,21600191,Final,1610612749,1610612744,2016,1610612749,121.0,0.517,0.76,0.5,27.0,41.0,1610612744,124.0,0.442,0.813,0.368,30.0,45.0,0,117.3,101.2,0.938,0.382,1
23543,2016-11-18,21600179,Final,1610612738,1610612744,2016,1610612738,88.0,0.373,0.789,0.344,19.0,43.0,1610612744,104.0,0.489,0.583,0.321,33.0,50.0,0,119.1,104.7,0.938,0.563,1
23560,2016-11-16,21600165,Final,1610612761,1610612744,2016,1610612761,121.0,0.451,0.902,0.4,16.0,46.0,1610612744,127.0,0.506,0.929,0.361,33.0,35.0,0,116.4,106.5,0.938,0.606,1
23580,2016-11-13,21600143,Final,1610612744,1610612756,2016,1610612744,133.0,0.517,0.871,0.485,32.0,43.0,1610612756,120.0,0.511,0.769,0.3329999999999999,27.0,38.0,1,113.8,107.2,0.938,0.3429999999999999,1
23603,2016-11-10,21600119,Final,1610612743,1610612744,2016,1610612743,101.0,0.4039999999999999,0.706,0.361,26.0,44.0,1610612744,125.0,0.541,0.95,0.467,33.0,44.0,0,113.6,103.4,0.938,0.364,1
23615,2016-11-09,21600116,Final,1610612744,1610612742,2016,1610612744,116.0,0.581,0.591,0.515,33.0,39.0,1610612742,95.0,0.395,0.75,0.214,20.0,42.0,1,113.2,95.5,0.938,0.594,1
23628,2016-11-07,21600099,Final,1610612744,1610612740,2016,1610612744,116.0,0.5,0.833,0.457,35.0,38.0,1610612740,106.0,0.488,0.778,0.3329999999999999,26.0,43.0,1,114.5,102.3,0.938,0.313,1
23651,2016-11-04,21600078,Final,1610612747,1610612744,2016,1610612747,117.0,0.474,0.905,0.267,26.0,51.0,1610612744,97.0,0.4529999999999999,0.7,0.156,26.0,40.0,1,115.3,105.9,0.938,0.182,0
23656,2016-11-03,21600069,Final,1610612744,1610612760,2016,1610612744,122.0,0.517,0.8,0.467,27.0,46.0,1610612760,96.0,0.402,0.5710000000000001,0.37,20.0,41.0,1,115.1,101.5,0.938,0.6970000000000001,1
23675,2016-11-01,21600054,Final,1610612757,1610612744,2016,1610612757,104.0,0.43,0.762,0.359,23.0,32.0,1610612744,127.0,0.562,0.7390000000000001,0.385,36.0,45.0,0,111.7,106.8,0.938,0.4,1
23681,2016-10-30,21600036,Final,1610612756,1610612744,2016,1610612756,100.0,0.411,0.72,0.348,19.0,50.0,1610612744,106.0,0.422,0.848,0.276,27.0,43.0,0,110.0,104.0,0.938,0.3429999999999999,1
23703,2016-10-28,21600025,Final,1610612740,1610612744,2016,1610612740,114.0,0.47,0.652,0.2269999999999999,29.0,49.0,1610612744,122.0,0.484,0.893,0.321,32.0,49.0,0,107.9,106.0,0.938,0.313,1
23720,2016-10-25,21600003,Final,1610612744,1610612759,2016,1610612744,100.0,0.471,0.722,0.212,24.0,35.0,1610612759,129.0,0.48,0.885,0.5,25.0,55.0,0,107.6,97.0,0.938,0.8240000000000001,0
23727,2016-10-21,11600102,Final,1610612744,1610612757,2016,1610612744,107.0,0.433,0.923,0.395,27.0,51.0,1610612757,96.0,0.416,0.7,0.308,23.0,45.0,1,107.7,108.8,0.938,0.4,1
23738,2016-10-19,11600088,Final,1610612747,1610612744,2016,1610612747,112.0,0.457,0.56,0.412,28.0,45.0,1610612744,123.0,0.478,0.96,0.3329999999999999,34.0,44.0,0,104.4,103.3,0.938,0.182,1
23757,2016-10-15,11600068,Final,1610612747,1610612744,2016,1610612747,107.0,0.429,0.7879999999999999,0.3329999999999999,21.0,38.0,1610612744,112.0,0.5429999999999999,0.636,0.435,29.0,43.0,0,104.2,100.7,0.938,0.182,1
23761,2016-10-14,11600063,Final,1610612743,1610612744,2016,1610612743,128.0,0.4629999999999999,0.696,0.414,28.0,60.0,1610612744,129.0,0.4589999999999999,0.667,0.405,27.0,52.0,0,101.7,100.0,0.938,0.364,1
23800,2016-10-06,11600026,Final,1610612744,1610612758,2016,1610612744,105.0,0.4429999999999999,0.8,0.429,22.0,45.0,1610612758,96.0,0.422,0.7,0.462,24.0,43.0,1,100.8,102.2,0.938,0.375,1
23809,2016-10-04,11600016,Final,1610612744,1610612746,2016,1610612744,120.0,0.514,0.795,0.517,29.0,47.0,1610612746,75.0,0.325,0.731,0.222,17.0,35.0,1,99.6,100.5,0.938,0.618,1
23815,2016-10-01,11600001,Final,1610612761,1610612744,2016,1610612761,97.0,0.43,0.586,0.261,14.0,58.0,1610612744,93.0,0.3929999999999999,0.625,0.3329999999999999,19.0,42.0,1,102.3,93.5,0.938,0.606,0
23817,2016-06-19,41500407,Final,1610612744,1610612739,2015,1610612744,89.0,0.386,0.769,0.366,22.0,39.0,1610612739,93.0,0.402,0.84,0.24,17.0,48.0,0,102.8,102.2,0.833,0.563,0
23818,2016-06-16,41500406,Final,1610612739,1610612744,2015,1610612739,115.0,0.519,0.7809999999999999,0.37,24.0,45.0,1610612744,101.0,0.402,0.69,0.385,19.0,35.0,1,103.2,101.5,0.833,0.563,0
23819,2016-06-13,41500405,Final,1610612744,1610612739,2015,1610612744,97.0,0.364,0.731,0.326,18.0,43.0,1610612739,112.0,0.53,0.609,0.417,15.0,41.0,0,105.3,101.8,0.833,0.563,0
23820,2016-06-10,41500404,Final,1610612739,1610612744,2015,1610612739,97.0,0.469,0.5770000000000001,0.24,15.0,40.0,1610612744,108.0,0.407,0.8059999999999999,0.472,23.0,43.0,0,104.7,102.1,0.833,0.563,1
23821,2016-06-08,41500403,Final,1610612739,1610612744,2015,1610612739,120.0,0.527,0.706,0.48,23.0,52.0,1610612744,90.0,0.421,0.654,0.273,21.0,32.0,1,108.2,102.2,0.833,0.563,0
23822,2016-06-05,41500402,Final,1610612744,1610612739,2015,1610612744,110.0,0.5429999999999999,0.7,0.455,26.0,46.0,1610612739,77.0,0.354,0.667,0.217,15.0,34.0,1,110.4,106.8,0.833,0.563,1
23823,2016-06-02,41500401,Final,1610612744,1610612739,2015,1610612744,104.0,0.494,0.9,0.3329999999999999,29.0,41.0,1610612739,89.0,0.381,0.9,0.3329999999999999,17.0,47.0,1,110.8,108.3,0.833,0.563,1
23824,2016-05-30,41500317,Final,1610612744,1610612760,2015,1610612744,96.0,0.435,0.625,0.4589999999999999,20.0,46.0,1610612760,88.0,0.382,0.765,0.259,20.0,47.0,1,112.2,107.7,0.833,0.485,1
23825,2016-05-28,41500316,Final,1610612760,1610612744,2015,1610612760,101.0,0.422,0.688,0.13,16.0,49.0,1610612744,108.0,0.409,0.625,0.467,23.0,44.0,0,113.2,107.4,0.833,0.485,1
23827,2016-05-26,41500315,Final,1610612744,1610612760,2015,1610612744,120.0,0.471,0.912,0.375,25.0,45.0,1610612760,111.0,0.429,0.833,0.433,23.0,45.0,1,112.6,105.5,0.833,0.485,1
23829,2016-05-24,41500314,Final,1610612760,1610612744,2015,1610612760,118.0,0.433,0.775,0.346,23.0,56.0,1610612744,94.0,0.413,0.655,0.3,15.0,40.0,1,115.3,105.5,0.833,0.485,0
23831,2016-05-22,41500313,Final,1610612760,1610612744,2015,1610612760,133.0,0.5,0.892,0.32,21.0,52.0,1610612744,105.0,0.413,0.76,0.313,19.0,38.0,1,114.4,104.1,0.833,0.485,0
23834,2016-05-18,41500312,Final,1610612744,1610612760,2015,1610612744,118.0,0.506,0.679,0.4639999999999999,26.0,45.0,1610612760,91.0,0.449,0.737,0.304,22.0,36.0,1,114.1,108.1,0.833,0.485,1
23836,2016-05-16,41500311,Final,1610612744,1610612760,2015,1610612744,102.0,0.44,0.647,0.3670000000000001,26.0,44.0,1610612760,108.0,0.4379999999999999,0.688,0.471,22.0,52.0,0,114.3,105.7,0.833,0.485,0
23841,2016-05-11,41500225,Final,1610612744,1610612757,2015,1610612744,125.0,0.512,0.862,0.4379999999999999,28.0,44.0,1610612757,121.0,0.413,0.7440000000000001,0.444,20.0,47.0,1,114.3,103.4,0.833,0.7879999999999999,1
23844,2016-05-09,41500224,Final,1610612757,1610612744,2015,1610612757,125.0,0.406,0.727,0.385,22.0,52.0,1610612744,132.0,0.4629999999999999,0.818,0.425,22.0,49.0,0,110.3,101.6,0.833,0.7879999999999999,1
23848,2016-05-07,41500223,Final,1610612757,1610612744,2015,1610612757,120.0,0.465,0.7929999999999999,0.5670000000000001,19.0,41.0,1610612744,108.0,0.477,0.588,0.483,29.0,42.0,1,109.5,100.1,0.833,0.7879999999999999,0
23854,2016-05-03,41500222,Final,1610612744,1610612757,2015,1610612744,110.0,0.462,0.9,0.3329999999999999,21.0,48.0,1610612757,99.0,0.444,0.667,0.433,22.0,39.0,1,109.7,102.2,0.833,0.7879999999999999,1
23858,2016-05-01,41500221,Final,1610612744,1610612757,2015,1610612744,118.0,0.473,0.875,0.355,27.0,55.0,1610612757,106.0,0.402,0.857,0.3229999999999999,26.0,40.0,1,109.6,103.1,0.833,0.7879999999999999,1
23867,2016-04-27,41500145,Final,1610612744,1610612745,2015,1610612744,114.0,0.5489999999999999,0.579,0.419,30.0,40.0,1610612745,81.0,0.326,0.684,0.188,17.0,53.0,1,111.8,106.9,0.833,0.71,1
23874,2016-04-24,41500144,Final,1610612745,1610612744,2015,1610612745,94.0,0.423,0.605,0.185,18.0,44.0,1610612744,121.0,0.517,0.5,0.525,38.0,43.0,0,110.3,107.5,0.833,0.71,1
23886,2016-04-21,41500143,Final,1610612745,1610612744,2015,1610612745,97.0,0.391,0.609,0.306,18.0,52.0,1610612744,96.0,0.43,0.759,0.24,23.0,43.0,1,111.0,108.4,0.833,0.71,0
23894,2016-04-18,41500142,Final,1610612744,1610612745,2015,1610612744,115.0,0.494,0.711,0.348,27.0,39.0,1610612745,106.0,0.4429999999999999,0.7879999999999999,0.4,21.0,37.0,1,109.7,107.9,0.833,0.71,1
23900,2016-04-16,41500141,Final,1610612744,1610612745,2015,1610612744,104.0,0.429,0.667,0.4,26.0,53.0,1610612745,78.0,0.357,0.5,0.273,16.0,51.0,1,111.0,111.3,0.833,0.71,1
23913,2016-04-13,21501227,Final,1610612744,1610612763,2015,1610612744,125.0,0.529,0.813,0.426,35.0,51.0,1610612763,104.0,0.429,0.75,0.3329999999999999,25.0,40.0,1,111.3,98.2,0.833,0.742,1
23938,2016-04-10,21501201,Final,1610612759,1610612744,2015,1610612759,86.0,0.3779999999999999,0.789,0.176,21.0,53.0,1610612744,92.0,0.442,0.778,0.37,19.0,46.0,0,113.5,99.2,0.833,0.588,1
23942,2016-04-09,21501190,Final,1610612763,1610612744,2015,1610612763,99.0,0.385,0.9,0.3329999999999999,19.0,54.0,1610612744,100.0,0.4479999999999999,0.923,0.278,20.0,48.0,0,114.4,101.5,0.833,0.742,1
23960,2016-04-07,21501177,Final,1610612744,1610612759,2015,1610612744,112.0,0.542,0.909,0.48,33.0,43.0,1610612759,101.0,0.488,0.696,0.4379999999999999,28.0,32.0,1,111.1,99.8,0.833,0.588,1
23978,2016-04-05,21501163,Final,1610612744,1610612750,2015,1610612744,117.0,0.5,0.875,0.3429999999999999,35.0,46.0,1610612750,124.0,0.512,0.778,0.471,30.0,40.0,0,112.4,102.1,0.833,0.1669999999999999,0
23989,2016-04-03,21501152,Final,1610612744,1610612757,2015,1610612744,136.0,0.568,0.818,0.6,30.0,43.0,1610612757,111.0,0.447,0.7879999999999999,0.375,23.0,37.0,1,110.9,108.3,0.833,0.7879999999999999,1
24004,2016-04-01,21501136,Final,1610612744,1610612738,2015,1610612744,106.0,0.4579999999999999,0.769,0.465,25.0,41.0,1610612738,109.0,0.471,0.633,0.348,28.0,44.0,0,112.8,101.5,0.833,0.379,0
24018,2016-03-30,21501119,Final,1610612762,1610612744,2015,1610612762,96.0,0.402,0.4479999999999999,0.281,14.0,54.0,1610612744,103.0,0.4379999999999999,0.722,0.3429999999999999,19.0,46.0,0,114.8,99.4,0.833,0.344,1
24026,2016-03-29,21501112,Final,1610612744,1610612764,2015,1610612744,102.0,0.4370000000000001,0.652,0.44,27.0,55.0,1610612764,94.0,0.419,0.63,0.217,26.0,48.0,1,117.4,108.0,0.833,0.71,1
24040,2016-03-27,21501094,Final,1610612744,1610612755,2015,1610612744,117.0,0.53,0.75,0.424,32.0,44.0,1610612755,105.0,0.467,0.917,0.3329999999999999,27.0,37.0,1,117.2,100.3,0.833,0.133,1
24059,2016-03-25,21501080,Final,1610612744,1610612742,2015,1610612744,128.0,0.489,0.913,0.467,30.0,40.0,1610612742,120.0,0.4479999999999999,0.762,0.514,31.0,51.0,1,116.3,105.8,0.833,0.6970000000000001,1
24077,2016-03-23,21501066,Final,1610612744,1610612746,2015,1610612744,114.0,0.4479999999999999,0.75,0.441,23.0,50.0,1610612746,98.0,0.424,0.667,0.286,21.0,46.0,1,114.4,102.4,0.833,0.667,1
24089,2016-03-21,21501050,Final,1610612750,1610612744,2015,1610612750,104.0,0.439,0.833,0.368,26.0,37.0,1610612744,109.0,0.494,0.625,0.3329999999999999,31.0,44.0,0,115.6,105.4,0.833,0.1669999999999999,1
24105,2016-03-19,21501036,Final,1610612759,1610612744,2015,1610612759,87.0,0.41,0.833,0.381,17.0,53.0,1610612744,79.0,0.3779999999999999,0.8,0.25,24.0,37.0,1,118.6,103.4,0.833,0.588,0
24112,2016-03-18,21501026,Final,1610612742,1610612744,2015,1610612742,112.0,0.441,0.955,0.31,25.0,46.0,1610612744,130.0,0.505,0.857,0.579,35.0,42.0,0,117.7,108.2,0.833,0.6970000000000001,1
24130,2016-03-16,21501011,Final,1610612744,1610612752,2015,1610612744,121.0,0.505,0.917,0.486,32.0,54.0,1610612752,85.0,0.396,0.6,0.368,29.0,38.0,1,118.6,99.1,0.833,0.147,1
24145,2016-03-14,21500996,Final,1610612744,1610612740,2015,1610612744,125.0,0.58,0.826,0.48,30.0,46.0,1610612740,107.0,0.376,0.882,0.28,18.0,40.0,1,117.9,103.1,0.833,0.5,1
24159,2016-03-12,21500981,Final,1610612744,1610612756,2015,1610612744,123.0,0.5,0.848,0.3329999999999999,28.0,42.0,1610612756,116.0,0.489,0.75,0.379,29.0,47.0,1,115.8,100.2,0.833,0.529,1
24169,2016-03-11,21500971,Final,1610612744,1610612757,2015,1610612744,128.0,0.449,0.769,0.45,23.0,56.0,1610612757,112.0,0.43,0.826,0.528,20.0,39.0,1,114.5,107.7,0.833,0.7879999999999999,1
24183,2016-03-09,21500958,Final,1610612744,1610612762,2015,1610612744,115.0,0.5710000000000001,0.6,0.433,36.0,39.0,1610612762,94.0,0.405,0.71,0.4,21.0,42.0,1,113.5,98.0,0.833,0.344,1
24196,2016-03-07,21500943,Final,1610612744,1610612753,2015,1610612744,119.0,0.5,0.7040000000000001,0.457,27.0,50.0,1610612753,113.0,0.444,0.8240000000000001,0.238,24.0,42.0,1,112.8,106.5,0.833,0.371,1
24198,2016-03-06,21500931,Final,1610612747,1610612744,2015,1610612747,112.0,0.471,0.955,0.36,23.0,41.0,1610612744,95.0,0.402,0.81,0.133,32.0,49.0,1,115.6,103.2,0.833,0.313,0
24225,2016-03-03,21500911,Final,1610612744,1610612760,2015,1610612744,121.0,0.54,0.762,0.324,33.0,40.0,1610612760,106.0,0.465,0.815,0.2,22.0,46.0,1,115.1,112.3,0.833,0.485,1
24241,2016-03-01,21500895,Final,1610612744,1610612737,2015,1610612744,109.0,0.3979999999999999,0.882,0.3329999999999999,28.0,51.0,1610612737,105.0,0.4629999999999999,0.792,0.364,25.0,42.0,1,117.6,104.5,0.833,0.742,1
24262,2016-02-27,21500874,Final,1610612760,1610612744,2015,1610612760,118.0,0.479,0.654,0.346,23.0,62.0,1610612744,121.0,0.474,0.68,0.4379999999999999,25.0,32.0,0,117.1,112.3,0.833,0.485,1
24273,2016-02-25,21500855,Final,1610612753,1610612744,2015,1610612753,114.0,0.456,0.7859999999999999,0.385,23.0,37.0,1610612744,130.0,0.602,0.688,0.52,35.0,42.0,0,114.9,106.3,0.833,0.371,1
24282,2016-02-24,21500848,Final,1610612748,1610612744,2015,1610612748,112.0,0.465,0.8390000000000001,0.429,19.0,46.0,1610612744,118.0,0.467,0.84,0.4639999999999999,23.0,43.0,0,115.8,102.9,0.833,0.424,1
24297,2016-02-22,21500836,Final,1610612737,1610612744,2015,1610612737,92.0,0.419,0.625,0.294,23.0,47.0,1610612744,102.0,0.4379999999999999,0.833,0.311,30.0,43.0,0,117.6,105.4,0.833,0.742,1
24314,2016-02-20,21500822,Final,1610612746,1610612744,2015,1610612746,112.0,0.447,0.833,0.361,24.0,49.0,1610612744,115.0,0.512,0.769,0.355,32.0,39.0,0,118.3,104.7,0.833,0.667,1
24325,2016-02-19,21500815,Final,1610612757,1610612744,2015,1610612757,137.0,0.536,0.696,0.5670000000000001,28.0,48.0,1610612744,105.0,0.391,0.75,0.353,25.0,47.0,1,120.3,107.0,0.833,0.7879999999999999,0
24344,2016-02-10,21500799,Final,1610612756,1610612744,2015,1610612756,104.0,0.441,0.727,0.286,21.0,50.0,1610612744,112.0,0.416,0.828,0.35,24.0,50.0,0,122.3,94.2,0.833,0.529,1
24350,2016-02-09,21500788,Final,1610612744,1610612745,2015,1610612744,123.0,0.4679999999999999,0.885,0.353,28.0,49.0,1610612745,110.0,0.425,0.657,0.3939999999999999,24.0,43.0,1,119.5,107.7,0.833,0.71,1
