,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,TEAM_PERF,OPP_PERF,TEAM_WIN_PCT,OPP_WIN-PCT,WIN
0,143.0,0.643,0.875,0.636,42.0,32.0,113.0,0.494,0.76,0.364,32.0,36.0,1,114.5,116.1,0.794,0.697,0
1,132.0,0.517,0.781,0.425,27.0,47.0,94.0,0.473,0.923,0.343,23.0,29.0,1,116.4,113.2,0.794,0.472,0
2,110.0,0.421,0.773,0.394,21.0,43.0,126.0,0.531,0.846,0.462,31.0,41.0,0,117.5,111.7,0.794,0.469,1
3,118.0,0.459,0.806,0.395,23.0,49.0,106.0,0.415,0.846,0.395,31.0,48.0,1,119.8,114.9,0.794,0.543,0
4,125.0,0.506,0.84,0.41,30.0,34.0,119.0,0.465,0.862,0.424,27.0,46.0,1,120.3,111.2,0.794,0.389,0
5,128.0,0.549,0.813,0.414,22.0,55.0,111.0,0.4,0.789,0.4,25.0,37.0,1,117.5,113.0,0.794,0.649,0
6,123.0,0.511,0.8,0.333,26.0,53.0,107.0,0.437,0.731,0.3,17.0,39.0,1,117.9,121.8,0.794,0.472,1
7,124.0,0.535,0.81,0.429,26.0,40.0,123.0,0.459,0.76,0.333,26.0,42.0,1,116.7,119.4,0.794,0.743,0
8,104.0,0.404,0.789,0.295,26.0,47.0,112.0,0.478,0.611,0.385,26.0,47.0,0,118.2,112.5,0.794,0.389,0
9,120.0,0.529,0.5,0.481,34.0,35.0,101.0,0.44,0.9,0.107,17.0,45.0,1,119.4,110.5,0.794,0.278,1
10,119.0,0.483,0.652,0.4,32.0,50.0,111.0,0.462,0.667,0.333,28.0,44.0,1,119.0,112.7,0.794,0.697,1
11,116.0,0.462,0.63,0.341,21.0,39.0,113.0,0.477,0.783,0.256,27.0,50.0,1,118.3,105.5,0.794,0.486,0
12,114.0,0.443,0.759,0.4,22.0,31.0,137.0,0.575,0.85,0.426,36.0,47.0,0,116.2,115.1,0.794,0.457,1
13,129.0,0.515,0.833,0.444,33.0,49.0,118.0,0.474,0.882,0.244,28.0,42.0,1,113.8,117.7,0.794,0.743,1
14,124.0,0.495,0.692,0.373,36.0,45.0,107.0,0.453,0.667,0.379,22.0,43.0,1,114.3,110.2,0.794,0.5,1
15,128.0,0.538,0.714,0.357,30.0,50.0,83.0,0.378,0.895,0.233,17.0,34.0,1,116.9,114.9,0.794,0.371,0
16,120.0,0.456,0.852,0.333,24.0,45.0,127.0,0.535,0.733,0.511,38.0,40.0,0,115.6,106.7,0.794,0.278,1
17,111.0,0.451,0.55,0.36,32.0,51.0,101.0,0.345,0.941,0.265,16.0,45.0,1,115.8,111.6,0.794,0.472,1
18,130.0,0.512,0.84,0.525,33.0,47.0,119.0,0.457,1.0,0.429,30.0,40.0,1,116.2,113.2,0.794,0.771,0
19,132.0,0.534,0.938,0.511,35.0,40.0,95.0,0.36,0.684,0.25,18.0,53.0,1,113.5,112.2,0.794,0.412,1
20,122.0,0.516,0.632,0.432,31.0,45.0,115.0,0.467,0.938,0.34,27.0,43.0,1,115.0,117.1,0.794,0.405,0
21,106.0,0.488,0.786,0.417,29.0,44.0,101.0,0.402,0.731,0.267,25.0,46.0,1,116.7,117.8,0.794,0.556,1
22,116.0,0.5,0.667,0.368,28.0,48.0,113.0,0.407,0.862,0.35,24.0,43.0,1,117.4,115.7,0.794,0.405,1
23,114.0,0.506,0.69,0.414,24.0,37.0,105.0,0.493,0.92,0.375,23.0,29.0,1,118.1,116.2,0.794,0.371,0
24,130.0,0.538,0.717,0.433,20.0,46.0,129.0,0.515,0.667,0.442,31.0,35.0,1,118.3,107.0,0.794,0.194,0
25,116.0,0.455,1.0,0.381,32.0,39.0,109.0,0.464,0.765,0.367,31.0,41.0,1,119.5,110.5,0.794,0.639,0
26,128.0,0.482,0.895,0.424,24.0,47.0,114.0,0.424,0.96,0.308,23.0,42.0,1,118.5,106.5,0.794,0.152,0
27,120.0,0.422,0.774,0.323,32.0,55.0,113.0,0.44,0.75,0.295,31.0,49.0,1,116.8,108.5,0.794,0.528,0
28,123.0,0.5,0.867,0.391,30.0,50.0,110.0,0.443,0.818,0.326,25.0,31.0,1,114.8,110.2,0.794,0.639,1
29,134.0,0.511,0.824,0.414,31.0,48.0,105.0,0.451,0.765,0.286,28.0,40.0,1,114.7,104.5,0.794,0.771,0
30,130.0,0.517,0.722,0.424,24.0,37.0,125.0,0.47,0.8,0.256,31.0,51.0,1,112.4,109.9,0.794,0.405,1
31,123.0,0.477,0.889,0.341,34.0,35.0,128.0,0.535,0.84,0.441,30.0,41.0,0,110.1,111.1,0.794,0.515,0
32,123.0,0.455,0.739,0.356,31.0,48.0,109.0,0.426,0.76,0.25,23.0,48.0,1,108.5,110.0,0.794,0.486,1
33,112.0,0.435,0.846,0.238,33.0,41.0,119.0,0.507,0.829,0.29,28.0,44.0,0,108.1,113.8,0.794,0.515,0
34,131.0,0.5,0.846,0.405,32.0,49.0,98.0,0.386,0.73,0.28,18.0,43.0,1,107.0,94.8,0.794,0.371,1
35,121.0,0.477,0.706,0.333,22.0,45.0,124.0,0.5,0.944,0.436,24.0,38.0,0,105.8,111.5,0.794,0.486,0
36,104.0,0.458,0.667,0.41,29.0,47.0,95.0,0.353,0.9,0.242,23.0,46.0,1,106.3,110.3,0.794,0.514,1
37,87.0,0.369,0.633,0.171,20.0,44.0,96.0,0.367,0.775,0.269,18.0,62.0,0,109.3,111.6,0.794,0.514,1
38,90.0,0.425,0.917,0.393,27.0,41.0,103.0,0.413,1.0,0.413,27.0,44.0,0,110.2,101.6,0.5,0.6,1
39,104.0,0.466,0.867,0.225,23.0,39.0,94.0,0.413,0.677,0.344,18.0,47.0,1,110.8,104.9,0.5,0.6,1
40,97.0,0.4,0.737,0.395,22.0,42.0,107.0,0.44,0.8,0.349,20.0,55.0,0,109.6,105.9,0.5,0.6,1
41,116.0,0.483,0.708,0.371,28.0,47.0,100.0,0.462,0.867,0.375,22.0,31.0,1,109.7,105.2,0.5,0.6,0
42,107.0,0.453,0.7,0.405,25.0,42.0,88.0,0.375,0.765,0.405,24.0,43.0,1,113.2,107.2,0.5,0.6,1
43,108.0,0.443,0.733,0.422,24.0,39.0,120.0,0.506,0.813,0.512,33.0,39.0,0,112.5,105.9,0.5,0.6,0
44,120.0,0.511,1.0,0.389,36.0,51.0,110.0,0.451,0.76,0.405,22.0,34.0,1,112.2,106.2,0.5,0.25,1
45,119.0,0.5,0.773,0.465,30.0,45.0,109.0,0.488,0.654,0.357,26.0,42.0,1,111.5,105.7,0.5,0.25,0
46,100.0,0.4,0.794,0.289,18.0,33.0,109.0,0.469,0.88,0.344,28.0,47.0,0,112.7,105.5,0.5,0.25,1
47,126.0,0.561,0.8,0.5,33.0,43.0,117.0,0.474,0.759,0.467,22.0,30.0,1,111.9,104.0,0.5,0.25,1
48,112.0,0.561,0.625,0.345,24.0,51.0,87.0,0.36,0.667,0.229,14.0,35.0,1,113.3,105.2,0.5,0.25,1
49,110.0,0.394,0.727,0.377,24.0,70.0,96.0,0.354,0.65,0.417,21.0,44.0,1,114.6,113.7,0.5,0.25,1
50,134.0,0.475,0.733,0.439,37.0,55.0,95.0,0.45,0.692,0.359,22.0,37.0,1,117.9,112.0,0.5,0.25,0
51,101.0,0.4,0.909,0.243,25.0,54.0,98.0,0.417,0.6,0.257,25.0,48.0,1,117.8,113.2,0.5,0.25,1
52,142.0,0.624,0.905,0.531,34.0,38.0,112.0,0.435,0.762,0.372,21.0,30.0,1,116.4,116.1,0.5,0.25,1
53,106.0,0.396,0.952,0.311,17.0,49.0,101.0,0.421,0.778,0.184,27.0,52.0,1,117.2,116.4,0.5,0.25,0
54,116.0,0.432,0.75,0.4,26.0,46.0,117.0,0.484,0.65,0.368,31.0,52.0,0,116.6,116.3,0.5,0.25,1
55,102.0,0.451,0.714,0.419,28.0,37.0,98.0,0.444,0.69,0.207,26.0,50.0,1,116.7,119.6,0.5,0.25,1
56,126.0,0.562,0.806,0.484,28.0,33.0,121.0,0.5,0.719,0.353,26.0,36.0,1,114.1,118.3,0.5,0.25,0
57,113.0,0.5,0.815,0.423,25.0,44.0,118.0,0.554,0.643,0.45,29.0,30.0,0,113.8,118.3,0.5,0.25,1
58,126.0,0.548,0.708,0.425,27.0,35.0,106.0,0.425,0.905,0.361,20.0,47.0,1,112.2,120.7,0.5,0.25,1
59,123.0,0.524,0.724,0.457,33.0,41.0,107.0,0.462,0.769,0.314,26.0,35.0,1,111.7,122.7,0.5,0.25,1
60,107.0,0.424,0.75,0.35,24.0,42.0,128.0,0.605,0.846,0.576,33.0,41.0,0,107.9,114.3,0.5,0.6,1
61,94.0,0.4,0.741,0.323,19.0,41.0,100.0,0.407,0.788,0.25,23.0,51.0,0,108.7,115.5,0.5,0.5,1
62,128.0,0.526,1.0,0.5,39.0,45.0,112.0,0.446,0.763,0.281,14.0,42.0,1,104.7,116.5,0.5,0.6,1
63,90.0,0.383,0.875,0.212,19.0,35.0,109.0,0.519,0.733,0.471,29.0,47.0,0,106.4,115.1,0.5,0.6,1
64,111.0,0.476,0.917,0.417,30.0,41.0,107.0,0.427,0.727,0.326,19.0,47.0,1,107.5,110.6,0.5,0.5,1
65,103.0,0.422,0.8,0.342,26.0,48.0,107.0,0.413,0.8,0.25,20.0,46.0,0,108.5,125.8,0.5,0.8,0
66,123.0,0.467,0.714,0.4,26.0,52.0,95.0,0.407,0.769,0.31,18.0,40.0,1,110.2,124.1,0.5,0.25,0
67,123.0,0.524,0.864,0.571,33.0,42.0,115.0,0.427,0.795,0.242,20.0,46.0,1,111.1,108.0,0.5,0.0,0
68,121.0,0.517,0.789,0.378,27.0,44.0,110.0,0.478,0.769,0.341,27.0,47.0,1,111.7,114.6,0.5,0.75,0
69,104.0,0.435,0.762,0.389,26.0,34.0,118.0,0.519,0.852,0.417,23.0,45.0,0,111.2,109.6,0.5,0.5,1
70,94.0,0.43,0.8,0.278,25.0,39.0,90.0,0.4,0.688,0.344,21.0,48.0,1,113.6,107.0,0.5,0.8,0
71,108.0,0.456,0.714,0.333,26.0,57.0,110.0,0.388,0.76,0.375,25.0,44.0,0,112.9,111.9,0.5,0.5,0
72,88.0,0.372,0.813,0.229,19.0,38.0,110.0,0.469,0.864,0.375,23.0,53.0,0,117.3,113.4,0.5,0.6,0
73,126.0,0.536,0.818,0.4,26.0,44.0,112.0,0.512,0.783,0.385,28.0,35.0,1,116.3,116.3,0.5,0.0,1
74,122.0,0.484,0.933,0.4,33.0,55.0,109.0,0.413,0.696,0.386,27.0,39.0,1,114.5,124.4,0.5,0.4,1
75,102.0,0.417,0.781,0.226,19.0,49.0,113.0,0.477,0.75,0.333,26.0,36.0,0,114.9,120.3,0.5,0.25,1
76,112.0,0.478,0.846,0.382,33.0,51.0,97.0,0.355,0.826,0.308,23.0,47.0,1,115.1,110.3,0.5,0.8,1
77,131.0,0.548,0.707,0.313,39.0,41.0,124.0,0.511,0.739,0.425,29.0,41.0,1,111.2,117.8,0.5,0.25,0
78,124.0,0.494,0.857,0.439,25.0,47.0,116.0,0.5,0.474,0.441,22.0,41.0,1,110.6,108.6,0.5,0.6,0
79,122.0,0.529,0.75,0.459,29.0,32.0,113.0,0.543,0.769,0.5,26.0,37.0,1,111.9,109.2,0.5,0.25,0
80,129.0,0.528,0.826,0.4,27.0,42.0,114.0,0.456,0.864,0.289,26.0,40.0,1,112.9,118.7,0.5,0.5,0
81,101.0,0.429,0.6,0.282,27.0,44.0,107.0,0.5,0.8,0.382,16.0,45.0,0,115.0,109.8,0.5,0.25,0
82,95.0,0.392,0.828,0.257,16.0,31.0,132.0,0.511,0.844,0.366,36.0,46.0,0,112.8,105.1,0.5,0.5,1
83,116.0,0.517,0.667,0.294,26.0,37.0,117.0,0.473,0.81,0.389,27.0,48.0,0,113.6,116.5,0.5,0.25,0
84,119.0,0.565,0.533,0.441,25.0,43.0,104.0,0.453,0.769,0.39,23.0,38.0,1,116.2,110.9,0.5,0.8,0
85,117.0,0.444,0.735,0.316,24.0,50.0,115.0,0.466,0.667,0.407,25.0,48.0,1,113.9,108.7,0.5,0.6,1
86,114.0,0.462,0.882,0.333,27.0,38.0,116.0,0.433,0.727,0.389,24.0,51.0,0,113.0,105.6,0.5,0.4,0
87,111.0,0.461,0.706,0.333,26.0,52.0,85.0,0.359,0.765,0.372,17.0,35.0,1,116.2,108.1,0.5,0.5,0
88,98.0,0.411,0.765,0.306,21.0,50.0,110.0,0.5,0.765,0.349,30.0,40.0,0,115.4,102.0,0.5,0.25,1
89,126.0,0.56,0.75,0.476,27.0,40.0,114.0,0.525,0.826,0.355,29.0,25.0,1,112.7,110.9,0.5,0.6,1
90,120.0,0.554,0.706,0.485,33.0,34.0,124.0,0.448,1.0,0.435,30.0,46.0,0,114.1,113.1,0.5,0.5,1
91,108.0,0.429,0.69,0.372,25.0,37.0,122.0,0.538,0.826,0.425,23.0,41.0,0,111.8,111.3,0.5,0.333,1
92,110.0,0.408,0.889,0.311,24.0,55.0,106.0,0.398,0.81,0.393,21.0,52.0,1,111.6,115.7,0.5,0.6,1
93,124.0,0.537,0.714,0.583,31.0,47.0,115.0,0.442,0.778,0.227,22.0,41.0,1,108.8,120.5,0.5,0.5,1
94,130.0,0.533,0.833,0.395,31.0,58.0,92.0,0.352,1.0,0.25,17.0,39.0,1,105.4,105.8,0.5,0.25,1
95,94.0,0.434,0.9,0.31,19.0,40.0,92.0,0.383,0.826,0.314,17.0,51.0,1,104.2,110.0,0.5,0.5,1
96,105.0,0.481,0.773,0.333,25.0,41.0,103.0,0.427,0.85,0.286,25.0,39.0,1,105.2,113.4,0.5,0.333,1
97,117.0,0.447,0.828,0.214,28.0,53.0,121.0,0.432,0.706,0.429,23.0,48.0,0,105.8,108.6,0.5,0.8,0
98,102.0,0.41,0.741,0.333,26.0,54.0,86.0,0.353,0.708,0.265,18.0,50.0,1,104.2,103.7,0.5,0.0,1
99,119.0,0.495,0.65,0.372,30.0,47.0,99.0,0.39,0.759,0.31,20.0,47.0,1,105.9,113.6,0.5,0.5,0
100,96.0,0.425,0.667,0.263,26.0,36.0,138.0,0.564,0.765,0.452,39.0,47.0,0,103.4,117.8,0.5,0.4,1
101,118.0,0.512,0.667,0.439,29.0,54.0,99.0,0.347,0.708,0.333,20.0,49.0,1,104.8,116.1,0.5,0.4,0
102,116.0,0.44,0.778,0.412,30.0,49.0,108.0,0.427,0.862,0.361,25.0,45.0,1,104.0,116.3,0.5,0.25,0
103,96.0,0.402,0.8,0.238,24.0,54.0,82.0,0.427,0.611,0.292,21.0,42.0,1,105.5,113.1,0.5,0.6,1
104,101.0,0.422,0.793,0.235,20.0,46.0,96.0,0.425,0.833,0.212,22.0,43.0,1,106.4,109.4,0.5,0.6,0
105,99.0,0.379,0.808,0.3,22.0,46.0,82.0,0.407,0.688,0.179,20.0,46.0,1,108.4,107.0,0.5,0.25,0
106,115.0,0.489,0.846,0.368,39.0,43.0,108.0,0.411,0.895,0.405,24.0,49.0,1,106.2,108.5,0.5,0.5,1
107,116.0,0.435,0.786,0.318,19.0,45.0,123.0,0.535,0.667,0.531,39.0,40.0,0,104.3,118.6,0.5,0.5,1
108,86.0,0.417,0.516,0.313,20.0,43.0,89.0,0.41,0.65,0.242,24.0,44.0,0,108.3,111.2,0.5,0.25,0
109,107.0,0.482,1.0,0.367,20.0,37.0,116.0,0.494,0.857,0.378,28.0,42.0,0,107.4,111.1,0.5,0.8,1
110,113.0,0.488,0.778,0.475,30.0,39.0,104.0,0.422,0.833,0.308,18.0,42.0,1,107.9,108.1,0.5,0.25,1
111,113.0,0.523,0.667,0.405,28.0,42.0,98.0,0.446,0.688,0.406,23.0,37.0,1,106.2,113.4,0.5,0.6,1
112,119.0,0.5,0.652,0.368,26.0,41.0,100.0,0.468,0.714,0.306,26.0,47.0,1,106.7,106.2,0.5,0.25,0
113,107.0,0.439,0.69,0.366,20.0,45.0,111.0,0.433,0.81,0.348,27.0,45.0,0,107.4,108.4,0.5,0.6,1
114,96.0,0.361,0.909,0.381,18.0,35.0,105.0,0.455,0.741,0.375,28.0,49.0,0,108.5,103.3,0.5,0.4,1
115,100.0,0.402,0.742,0.233,16.0,42.0,102.0,0.5,0.714,0.267,21.0,47.0,0,110.2,109.6,0.5,0.8,1
116,102.0,0.461,0.885,0.333,19.0,44.0,93.0,0.4,0.722,0.25,21.0,42.0,1,111.4,104.8,0.5,0.8,0
117,104.0,0.398,0.774,0.304,22.0,47.0,94.0,0.413,0.714,0.267,24.0,42.0,1,111.4,108.0,0.5,0.5,1
118,126.0,0.494,0.69,0.5,28.0,43.0,95.0,0.434,0.818,0.289,18.0,38.0,1,110.5,101.6,0.5,0.8,1
119,107.0,0.444,0.667,0.333,26.0,45.0,112.0,0.477,0.842,0.343,24.0,45.0,0,110.0,107.6,0.5,0.5,0
120,118.0,0.489,0.75,0.487,30.0,51.0,96.0,0.383,0.743,0.364,23.0,38.0,1,110.1,112.6,0.5,0.8,1
121,104.0,0.494,0.545,0.4,28.0,35.0,96.0,0.419,0.714,0.35,25.0,51.0,1,112.8,114.2,0.5,0.8,0
122,90.0,0.4,0.68,0.321,18.0,47.0,105.0,0.442,0.545,0.425,25.0,43.0,0,115.0,105.1,0.5,0.8,1
123,118.0,0.54,0.75,0.324,31.0,48.0,103.0,0.419,0.783,0.342,23.0,37.0,1,115.2,111.0,0.5,0.5,1
124,116.0,0.525,0.708,0.395,32.0,41.0,96.0,0.425,0.909,0.286,17.0,41.0,1,116.2,105.1,0.5,0.8,1
125,119.0,0.494,0.792,0.489,31.0,47.0,104.0,0.394,0.55,0.405,25.0,47.0,1,115.7,107.4,0.5,0.25,1
126,102.0,0.4,0.8,0.333,21.0,35.0,105.0,0.475,0.81,0.4,22.0,48.0,0,115.5,99.9,0.5,0.0,1
127,89.0,0.425,0.563,0.308,22.0,42.0,104.0,0.494,0.875,0.349,36.0,34.0,0,115.2,101.4,0.5,0.6,1
128,99.0,0.386,0.778,0.278,21.0,38.0,117.0,0.519,0.786,0.325,25.0,53.0,0,114.1,110.2,0.5,0.6,1
129,106.0,0.477,0.667,0.389,23.0,39.0,102.0,0.422,0.68,0.231,31.0,49.0,1,115.8,110.7,0.5,0.5,0
130,119.0,0.484,0.875,0.326,27.0,47.0,93.0,0.436,0.773,0.296,18.0,38.0,1,115.4,111.2,0.5,0.4,1
131,123.0,0.471,0.8,0.275,23.0,53.0,110.0,0.411,0.75,0.386,30.0,40.0,1,115.2,103.7,0.5,0.5,1
132,127.0,0.478,0.955,0.409,31.0,39.0,113.0,0.463,0.769,0.395,21.0,35.0,1,114.4,107.8,0.5,0.75,1
133,120.0,0.518,0.85,0.326,31.0,41.0,107.0,0.456,0.676,0.303,17.0,42.0,1,113.5,102.9,0.5,0.333,1
134,126.0,0.516,0.857,0.4,36.0,49.0,85.0,0.352,0.75,0.25,23.0,42.0,1,113.0,102.5,0.5,0.6,1
135,114.0,0.488,0.667,0.4,33.0,53.0,92.0,0.374,0.737,0.278,18.0,49.0,1,113.4,110.2,0.5,0.5,1
136,103.0,0.424,0.5,0.389,30.0,56.0,82.0,0.349,0.762,0.205,14.0,45.0,1,115.2,104.0,0.5,0.25,1
137,101.0,0.433,0.75,0.35,29.0,48.0,104.0,0.402,1.0,0.25,25.0,51.0,0,116.3,110.7,0.5,0.25,0
138,98.0,0.419,0.824,0.353,19.0,42.0,106.0,0.47,0.778,0.35,30.0,46.0,0,115.7,101.8,0.5,0.25,1
139,107.0,0.488,0.615,0.326,26.0,47.0,119.0,0.443,0.833,0.351,26.0,43.0,0,115.1,111.5,0.5,0.6,1
140,115.0,0.518,0.636,0.484,27.0,53.0,113.0,0.438,0.714,0.35,24.0,39.0,1,116.1,103.7,0.5,0.8,1
141,114.0,0.474,0.474,0.357,21.0,45.0,121.0,0.441,0.833,0.359,30.0,50.0,0,116.2,100.7,0.5,0.6,1
142,119.0,0.446,0.722,0.348,31.0,57.0,97.0,0.402,0.867,0.25,21.0,42.0,1,116.2,112.3,0.5,0.5,1
143,99.0,0.414,0.773,0.323,22.0,52.0,111.0,0.424,0.727,0.224,29.0,51.0,0,118.7,99.5,0.5,0.6,1
144,121.0,0.454,0.722,0.357,30.0,42.0,114.0,0.429,0.719,0.361,22.0,56.0,1,118.4,100.0,0.5,0.6,1
145,118.0,0.476,0.792,0.457,27.0,42.0,116.0,0.484,0.867,0.385,28.0,43.0,1,116.9,114.1,0.5,0.25,1
146,107.0,0.446,0.773,0.421,21.0,53.0,121.0,0.42,0.765,0.348,32.0,47.0,0,117.1,121.1,0.5,0.5,1
147,112.0,0.447,0.8,0.353,30.0,48.0,117.0,0.408,0.846,0.429,22.0,47.0,0,117.2,112.1,0.257,0.382,0
148,103.0,0.407,0.76,0.3229999999999999,27.0,49.0,100.0,0.446,0.733,0.441,19.0,46.0,1,118.6,108.8,0.257,0.7879999999999999,0
149,113.0,0.494,0.889,0.385,26.0,46.0,101.0,0.435,0.789,0.24,25.0,39.0,1,117.6,112.3,0.257,0.382,1
150,125.0,0.483,0.8,0.436,29.0,46.0,122.0,0.465,0.679,0.407,21.0,51.0,1,116.8,113.3,0.257,0.324,1
151,122.0,0.495,0.85,0.275,33.0,40.0,116.0,0.519,0.9,0.432,26.0,36.0,1,116.4,115.1,0.257,0.394,1
152,119.0,0.466,0.92,0.3329999999999999,26.0,41.0,116.0,0.451,0.875,0.295,14.0,48.0,1,115.9,115.9,0.257,0.636,1
153,136.0,0.58,0.833,0.5,31.0,46.0,97.0,0.4039999999999999,0.6,0.243,21.0,41.0,1,113.0,104.7,0.257,0.545,1
154,118.0,0.488,0.833,0.4039999999999999,36.0,49.0,97.0,0.409,0.8,0.231,21.0,39.0,1,112.6,105.6,0.257,0.545,1
155,108.0,0.402,0.818,0.4,28.0,57.0,103.0,0.419,0.7140000000000001,0.377,22.0,48.0,1,114.2,118.8,0.257,0.324,0
156,108.0,0.433,0.7809999999999999,0.2,20.0,47.0,123.0,0.534,0.857,0.386,31.0,38.0,0,116.6,118.6,0.257,0.324,1
157,87.0,0.36,0.636,0.214,20.0,49.0,113.0,0.4639999999999999,0.708,0.391,32.0,50.0,0,116.9,110.7,0.257,0.6759999999999999,1
158,126.0,0.457,0.69,0.488,31.0,57.0,114.0,0.494,0.7140000000000001,0.395,28.0,34.0,1,118.0,112.6,0.257,0.375,0
159,103.0,0.405,0.792,0.372,25.0,43.0,133.0,0.522,0.8640000000000001,0.514,21.0,50.0,0,118.4,111.4,0.257,0.636,0
160,117.0,0.484,0.733,0.389,30.0,53.0,113.0,0.477,0.773,0.3779999999999999,22.0,37.0,1,118.9,115.1,0.257,0.353,1
161,118.0,0.536,0.722,0.385,40.0,52.0,97.0,0.386,0.8,0.283,26.0,36.0,1,118.2,117.0,0.257,0.6970000000000001,1
162,118.0,0.418,0.8420000000000001,0.357,23.0,61.0,114.0,0.396,0.905,0.3329999999999999,22.0,44.0,1,114.5,114.0,0.257,0.313,0
163,96.0,0.3929999999999999,0.778,0.375,26.0,42.0,107.0,0.447,0.7809999999999999,0.4379999999999999,15.0,45.0,0,114.7,109.0,0.257,0.639,1
164,119.0,0.4679999999999999,0.8,0.326,18.0,45.0,114.0,0.513,0.75,0.425,22.0,40.0,1,114.9,113.5,0.257,0.742,0
165,101.0,0.432,0.778,0.3229999999999999,21.0,39.0,119.0,0.511,0.8,0.37,33.0,47.0,0,113.8,103.5,0.257,0.303,1
166,109.0,0.478,0.56,0.259,22.0,50.0,147.0,0.547,0.826,0.511,39.0,41.0,0,111.0,100.2,0.257,0.545,1
167,116.0,0.481,0.909,0.409,23.0,36.0,107.0,0.47,0.84,0.308,23.0,41.0,1,109.2,112.2,0.257,0.6970000000000001,1
168,125.0,0.5379999999999999,0.813,0.4,31.0,45.0,109.0,0.466,0.7,0.351,25.0,45.0,1,107.0,110.3,0.257,0.6759999999999999,1
169,107.0,0.466,0.667,0.306,27.0,41.0,110.0,0.483,0.792,0.263,30.0,47.0,0,107.9,107.3,0.257,0.313,0
170,122.0,0.479,0.882,0.375,28.0,42.0,121.0,0.512,0.8640000000000001,0.4379999999999999,25.0,40.0,1,106.5,117.3,0.257,0.857,1
171,117.0,0.432,0.778,0.375,19.0,49.0,111.0,0.467,0.7140000000000001,0.25,25.0,45.0,1,105.1,114.8,0.257,0.206,0
172,130.0,0.534,0.84,0.429,26.0,53.0,77.0,0.3289999999999999,0.778,0.324,19.0,38.0,1,110.5,108.2,0.257,0.6759999999999999,0
173,116.0,0.476,0.833,0.3329999999999999,30.0,37.0,109.0,0.439,0.88,0.405,23.0,46.0,1,110.0,103.3,0.257,0.727,0
174,116.0,0.5,0.889,0.421,28.0,39.0,102.0,0.524,0.727,0.25,33.0,39.0,1,108.2,105.5,0.257,0.382,1
175,108.0,0.494,0.6920000000000001,0.429,29.0,33.0,124.0,0.5479999999999999,0.792,0.3939999999999999,31.0,45.0,0,108.0,110.3,0.257,0.206,0
176,141.0,0.596,0.8420000000000001,0.5,28.0,38.0,119.0,0.511,1.0,0.531,24.0,38.0,1,105.2,115.1,0.257,0.353,0
177,98.0,0.434,0.6920000000000001,0.32,22.0,38.0,108.0,0.4529999999999999,0.657,0.292,15.0,51.0,0,108.4,119.2,0.257,0.639,0
178,98.0,0.392,0.879,0.2,19.0,44.0,123.0,0.435,0.767,0.465,23.0,51.0,0,111.1,110.9,0.257,0.412,0
179,106.0,0.38,0.7929999999999999,0.371,21.0,45.0,116.0,0.5,0.722,0.424,21.0,40.0,0,111.3,100.7,0.257,0.353,1
180,128.0,0.512,0.742,0.415,27.0,54.0,129.0,0.404,0.9,0.383,25.0,41.0,0,108.4,106.8,0.257,0.382,1
181,138.0,0.556,0.6920000000000001,0.556,25.0,60.0,99.0,0.343,0.84,0.222,14.0,43.0,1,111.1,109.6,0.257,0.857,0
182,125.0,0.457,0.813,0.429,24.0,57.0,99.0,0.374,0.652,0.303,26.0,47.0,1,109.8,114.4,0.257,0.5,0
183,111.0,0.389,0.871,0.313,25.0,60.0,103.0,0.344,0.8240000000000001,0.317,23.0,46.0,1,109.2,111.0,0.257,0.382,0
184,103.0,0.4639999999999999,0.81,0.308,24.0,46.0,116.0,0.484,0.722,0.366,31.0,43.0,0,109.0,112.9,0.257,0.382,1
185,94.0,0.413,0.525,0.259,19.0,48.0,108.0,0.456,0.833,0.356,32.0,48.0,0,108.2,101.3,0.257,0.6759999999999999,1
186,97.0,0.43,0.667,0.351,24.0,30.0,128.0,0.628,0.76,0.407,36.0,46.0,0,110.5,106.5,0.257,0.7879999999999999,0
187,131.0,0.562,0.833,0.516,33.0,40.0,119.0,0.441,0.759,0.341,24.0,51.0,1,109.4,120.7,0.257,0.636,1
188,130.0,0.4579999999999999,0.828,0.439,23.0,56.0,104.0,0.4320000000000001,0.7040000000000001,0.25,20.0,44.0,1,111.9,112.2,0.257,0.6859999999999999,0
189,120.0,0.51,0.769,0.4,31.0,52.0,98.0,0.4320000000000001,0.625,0.3429999999999999,22.0,40.0,1,113.8,120.4,0.257,0.394,0
190,108.0,0.419,0.846,0.286,15.0,47.0,106.0,0.423,0.643,0.357,27.0,54.0,1,114.3,114.2,0.257,0.412,0
191,117.0,0.471,0.684,0.355,22.0,60.0,91.0,0.407,0.684,0.235,26.0,35.0,1,116.6,107.2,0.257,0.7879999999999999,0
192,130.0,0.608,0.92,0.4579999999999999,38.0,37.0,121.0,0.461,0.688,0.415,27.0,38.0,1,113.6,115.0,0.257,0.361,1
193,107.0,0.457,0.813,0.241,20.0,39.0,111.0,0.47,0.903,0.192,27.0,41.0,0,115.7,113.8,0.257,0.647,1
